Concurso,Data,bola 1,bola 2,bola 3,bola 4,bola 5,bola 6,Acertou
656,16/04/2005,59,37,46,36,35,51,1
655,13/04/2005,26,39,1,37,43,48,1
654,9/4/2005,10,11,56,40,41,6,1
653,6/4/2005,31,24,19,34,9,5,1
652,2/4/2005,24,18,57,56,10,20,1
651,30/03/2005,39,45,28,26,48,60,1
650,26/03/2005,53,59,25,29,10,24,1
649,23/03/2005,9,54,41,48,33,24,1
648,19/03/2005,5,48,23,42,45,29,1
647,16/03/2005,56,19,11,14,12,54,1
646,12/3/2005,13,47,60,32,49,10,1
645,9/3/2005,52,48,24,53,54,3,1
644,5/3/2005,57,29,31,27,34,14,1
643,2/3/2005,14,45,24,37,40,42,1
642,26/02/2005,51,17,56,36,44,40,1
641,23/02/2005,17,13,33,9,1,34,1
640,19/02/2005,12,42,59,46,19,60,1
639,16/02/2005,51,39,35,60,45,13,1
638,12/2/2005,42,10,50,41,11,36,1
637,5/2/2005,52,58,43,48,11,18,1
636,2/2/2005,30,32,34,50,28,26,1
635,29/01/2005,49,42,37,8,20,26,1
634,26/01/2005,13,41,24,42,10,56,1
633,22/01/2005,27,46,5,50,11,22,1
632,19/01/2005,2,54,48,51,19,28,1
631,15/01/2005,1,28,47,20,44,32,1
630,12/1/2005,16,53,20,60,12,45,1
629,8/1/2005,40,47,39,16,51,15,1
628,5/1/2005,8,16,22,56,58,30,1
627,29/12/2004,19,13,45,58,56,1,1
626,22/12/2004,49,8,22,18,7,39,1
625,18/12/2004,59,12,32,42,24,40,1
624,15/12/2004,39,23,34,52,8,43,1
623,11/12/2004,42,23,55,30,9,49,1
622,8/12/2004,59,27,19,29,50,38,1
621,4/12/2004,29,31,50,26,57,49,1
620,1/12/2004,22,1,29,13,32,3,1
619,27/11/2004,16,12,46,14,8,19,1
618,24/11/2004,60,10,3,8,24,13,1
617,20/11/2004,25,5,49,36,33,3,1
616,17/11/2004,24,16,26,54,12,2,1
615,13/11/2004,27,31,8,10,51,5,1
614,10/11/2004,60,31,12,48,57,16,1
613,6/11/2004,54,55,13,44,6,19,1
612,3/11/2004,55,33,15,50,53,18,1
611,30/10/2004,22,21,33,16,48,49,1
610,27/10/2004,25,49,30,43,47,45,1
609,23/10/2004,15,2,59,60,6,58,1
608,20/10/2004,30,6,37,19,24,13,1
607,16/10/2004,6,59,11,27,19,41,1
606,13/10/2004,41,6,23,55,32,35,1
605,9/10/2004,44,52,53,4,49,24,1
604,6/10/2004,41,49,51,25,15,46,1
603,2/10/2004,4,8,11,29,12,44,1
602,29/09/2004,38,60,13,7,55,46,1
601,25/09/2004,37,19,29,30,10,22,1
600,22/09/2004,18,39,54,34,31,16,1
599,18/09/2004,6,45,51,9,23,4,1
598,15/09/2004,5,16,53,38,50,34,1
597,11/9/2004,42,40,27,22,56,29,1
596,8/9/2004,43,60,28,11,54,14,1
595,4/9/2004,54,2,43,1,50,25,1
594,1/9/2004,10,53,55,29,13,47,1
593,28/08/2004,27,29,1,59,25,49,1
592,25/08/2004,55,14,59,47,13,42,1
591,21/08/2004,58,3,18,50,34,1,1
590,18/08/2004,25,51,5,18,4,28,1
589,14/08/2004,13,7,33,59,6,8,1
588,11/8/2004,45,13,46,55,53,11,1
587,7/8/2004,30,2,36,18,60,29,1
586,4/8/2004,45,38,13,11,54,39,1
585,31/07/2004,24,39,12,33,57,36,1
584,28/07/2004,30,53,23,7,32,8,1
583,24/07/2004,55,6,41,20,43,7,1
582,21/07/2004,13,40,29,59,45,51,1
581,17/07/2004,30,25,52,14,39,17,1
580,14/07/2004,38,16,18,28,15,47,1
579,10/7/2004,15,34,39,17,4,9,1
578,7/7/2004,48,3,58,18,56,23,1
577,3/7/2004,31,47,28,23,8,24,1
576,30/06/2004,18,43,52,39,7,8,1
575,26/06/2004,18,29,21,48,35,5,1
574,23/06/2004,32,23,2,10,44,17,1
573,19/06/2004,59,29,17,6,40,22,1
572,16/06/2004,33,3,20,60,9,16,1
571,12/6/2004,14,31,12,13,51,50,1
570,9/6/2004,35,32,36,33,51,15,1
569,5/6/2004,32,15,14,9,3,57,1
568,2/6/2004,25,41,17,29,13,22,1
567,29/05/2004,57,58,11,38,41,31,1
566,26/05/2004,17,6,20,18,13,37,1
565,22/05/2004,31,37,35,7,45,34,1
564,19/05/2004,38,13,32,20,10,49,1
563,15/05/2004,34,8,23,44,51,5,1
562,12/5/2004,37,35,23,16,57,55,1
561,8/5/2004,39,49,36,20,55,1,1
560,5/5/2004,32,18,11,30,2,58,1
559,1/5/2004,53,25,36,13,17,6,1
558,28/04/2004,59,57,7,58,31,14,1
557,24/04/2004,18,49,38,23,8,12,1
556,21/04/2004,8,45,30,33,17,10,1
555,17/04/2004,49,5,23,33,45,31,1
554,14/04/2004,47,29,31,15,60,42,1
553,10/4/2004,43,46,58,53,54,4,1
552,7/4/2004,22,54,52,47,49,9,1
551,3/4/2004,56,48,57,21,12,46,1
550,31/03/2004,17,56,16,38,39,45,1
549,27/03/2004,13,51,58,22,46,8,1
548,24/03/2004,51,49,14,47,59,58,1
547,20/03/2004,4,59,13,53,28,30,1
546,17/03/2004,46,4,54,17,13,5,1
545,13/03/2004,43,35,57,29,40,17,1
544,10/3/2004,11,33,56,47,17,34,1
543,6/3/2004,35,54,37,42,49,46,1
542,3/3/2004,49,4,19,28,35,6,1
541,28/02/2004,58,57,27,13,49,52,1
540,21/02/2004,22,4,30,44,28,49,1
539,18/02/2004,16,50,55,6,47,19,1
538,14/02/2004,45,43,56,25,52,3,1
537,11/2/2004,37,3,19,34,39,7,1
536,7/2/2004,14,22,25,15,37,23,1
535,4/2/2004,49,14,47,56,6,28,1
534,31/01/2004,48,57,23,8,31,3,1
533,28/01/2004,27,18,13,59,21,53,1
532,24/01/2004,13,4,12,53,9,52,1
531,21/01/2004,3,1,35,7,18,50,1
530,17/01/2004,32,21,25,1,6,49,1
529,14/01/2004,56,45,13,33,38,1,1
528,10/1/2004,34,28,37,12,8,31,1
527,7/1/2004,17,14,50,52,6,26,1
526,3/1/2004,3,59,21,36,55,31,1
525,27/12/2003,26,32,24,49,8,10,1
524,20/12/2003,47,29,34,48,19,41,1
523,17/12/2003,45,58,40,39,28,44,1
522,13/12/2003,49,52,15,25,14,6,1
521,10/12/2003,28,32,38,25,15,45,1
520,6/12/2003,32,34,17,35,9,12,1
519,3/12/2003,9,36,15,19,42,22,1
518,29/11/2003,44,8,5,15,18,10,1
517,26/11/2003,51,32,8,28,38,7,1
516,22/11/2003,24,5,34,13,35,33,1
515,19/11/2003,39,16,57,15,45,48,1
514,15/11/2003,15,52,40,36,51,42,1
513,12/11/2003,46,10,27,19,33,39,1
512,8/11/2003,8,40,58,4,53,31,1
511,5/11/2003,8,36,34,37,3,4,1
510,1/11/2003,30,45,58,1,4,41,1
509,29/10/2003,32,55,34,35,28,33,1
508,25/10/2003,46,56,5,15,45,10,1
507,22/10/2003,44,58,5,27,33,3,1
506,18/10/2003,31,37,34,15,38,4,1
505,15/10/2003,47,20,52,3,46,28,1
504,11/10/2003,39,19,11,8,50,30,1
503,8/10/2003,10,21,48,27,49,7,1
502,4/10/2003,50,7,33,21,24,13,1
501,1/10/2003,34,27,56,28,16,39,1
500,27/09/2003,35,21,54,29,38,36,1
499,20/09/2003,59,1,11,5,44,4,1
498,17/09/2003,49,28,2,6,57,50,1
497,13/09/2003,9,41,32,13,58,20,1
496,10/9/2003,41,20,19,29,59,10,1
495,6/9/2003,36,15,60,8,29,49,1
494,3/9/2003,28,32,49,53,18,20,1
493,30/08/2003,54,20,3,18,42,24,1
492,27/08/2003,57,2,15,6,56,18,1
491,23/08/2003,22,43,15,55,9,1,1
490,20/08/2003,5,11,29,54,23,58,1
489,16/08/2003,28,36,17,53,33,59,1
488,13/08/2003,30,39,35,43,15,57,1
487,9/8/2003,25,22,48,52,54,8,1
486,6/8/2003,50,42,19,8,30,14,1
485,2/8/2003,38,28,52,30,19,57,1
484,30/07/2003,53,19,38,18,17,49,1
483,26/07/2003,16,23,35,18,44,59,1
482,23/07/2003,13,56,12,33,53,54,1
481,19/07/2003,42,6,24,44,22,13,1
480,16/07/2003,36,38,33,14,49,41,1
479,12/7/2003,20,54,58,26,41,46,1
478,9/7/2003,30,8,31,3,21,25,1
477,5/7/2003,47,34,8,6,18,38,1
476,2/7/2003,38,43,20,55,17,58,1
475,28/06/2003,19,6,43,52,8,22,1
474,25/06/2003,34,3,12,50,32,40,1
473,21/06/2003,51,7,58,49,23,41,1
472,18/06/2003,12,3,38,29,51,4,1
471,14/06/2003,51,59,31,5,36,32,1
470,11/6/2003,51,58,23,11,8,37,1
469,7/6/2003,29,47,42,21,13,26,1
468,4/6/2003,23,6,25,39,51,5,1
467,31/05/2003,38,21,8,22,18,60,1
466,28/05/2003,28,16,45,29,30,11,1
465,24/05/2003,46,31,1,57,22,51,1
464,21/05/2003,6,33,45,38,24,50,1
463,17/05/2003,7,18,2,45,3,53,1
462,14/05/2003,27,48,17,19,26,22,1
461,10/5/2003,30,17,20,29,15,60,1
460,7/5/2003,19,55,30,23,37,49,1
459,3/5/2003,43,17,8,15,49,39,1
458,30/04/2003,43,53,13,32,34,24,1
457,26/04/2003,48,15,24,27,17,32,1
456,23/04/2003,17,40,22,27,33,3,1
455,19/04/2003,50,15,17,2,14,59,1
454,16/04/2003,4,17,42,56,46,24,1
453,12/4/2003,58,52,8,34,20,23,1
452,9/4/2003,54,11,51,16,36,30,1
451,5/4/2003,23,18,31,17,53,28,1
450,2/4/2003,59,51,13,1,9,50,1
449,29/03/2003,34,56,24,1,49,8,1
448,26/03/2003,5,3,52,45,9,51,1
447,22/03/2003,24,55,15,33,25,42,1
446,19/03/2003,11,20,8,47,12,17,1
445,15/03/2003,31,50,7,53,32,20,1
444,12/3/2003,48,52,57,24,3,33,1
443,8/3/2003,11,36,17,26,52,48,1
442,1/3/2003,15,31,23,6,59,37,1
441,26/02/2003,2,15,58,10,59,21,1
440,22/02/2003,46,23,30,47,5,3,1
439,19/02/2003,42,13,20,29,43,57,1
438,15/02/2003,38,48,14,3,11,5,1
437,12/2/2003,54,10,59,44,30,7,1
436,8/2/2003,1,6,57,29,48,7,1
435,5/2/2003,37,11,17,31,43,10,1
434,1/2/2003,24,17,4,54,30,10,1
433,29/01/2003,36,17,28,16,54,30,1
432,25/01/2003,50,17,13,27,4,39,1
431,22/01/2003,58,26,40,37,47,52,1
430,18/01/2003,50,21,10,25,38,8,1
429,15/01/2003,55,32,17,36,26,43,1
428,11/1/2003,60,8,32,28,46,30,1
427,8/1/2003,51,13,43,24,3,14,1
426,4/1/2003,7,32,54,50,30,37,1
425,28/12/2002,6,16,10,34,47,42,1
424,21/12/2002,29,36,27,18,59,46,1
423,18/12/2002,8,22,33,40,32,53,1
422,14/12/2002,60,12,56,37,55,43,1
421,11/12/2002,38,45,35,37,5,51,1
420,7/12/2002,43,12,59,30,57,29,1
419,4/12/2002,41,42,52,53,16,9,1
418,30/11/2002,45,8,32,49,15,52,1
417,27/11/2002,25,7,12,21,42,34,1
416,23/11/2002,13,1,23,56,54,33,1
415,20/11/2002,38,44,4,1,27,42,1
414,16/11/2002,35,26,58,52,45,16,1
413,13/11/2002,35,53,29,33,2,4,1
412,9/11/2002,45,5,14,21,59,12,1
411,6/11/2002,10,56,12,31,45,38,1
410,2/11/2002,31,55,36,24,8,38,1
409,30/10/2002,26,49,25,18,31,34,1
408,26/10/2002,49,44,33,28,56,14,1
407,23/10/2002,49,2,18,51,22,57,1
406,19/10/2002,47,32,48,12,38,2,1
405,16/10/2002,57,60,34,24,29,47,1
404,12/10/2002,24,38,58,1,40,28,1
403,9/10/2002,46,31,7,16,60,27,1
402,5/10/2002,27,43,58,5,16,56,1
401,2/10/2002,50,18,44,53,11,43,1
400,28/09/2002,29,59,13,10,54,28,1
399,25/09/2002,59,55,16,27,47,11,1
398,21/09/2002,28,7,16,37,36,22,1
397,18/09/2002,32,24,2,5,1,46,1
396,14/09/2002,47,18,6,45,34,42,1
395,11/9/2002,11,58,31,14,10,20,1
394,7/9/2002,15,49,42,5,45,35,1
393,4/9/2002,12,50,36,6,35,40,1
392,31/08/2002,49,47,39,31,15,23,1
391,28/08/2002,7,15,35,16,40,4,1
390,24/08/2002,7,22,34,12,38,53,1
389,21/08/2002,46,14,54,18,43,5,1
388,17/08/2002,52,48,53,58,23,36,1
387,14/08/2002,29,28,48,47,43,22,1
386,10/8/2002,39,54,43,36,17,35,1
385,7/8/2002,22,12,24,18,5,16,1
384,3/8/2002,28,50,47,24,40,52,1
383,31/07/2002,48,22,53,56,50,14,1
382,27/07/2002,54,38,53,31,37,34,1
381,24/07/2002,9,56,46,28,10,55,1
380,20/07/2002,47,22,13,30,31,57,1
379,17/07/2002,41,55,24,59,33,40,1
378,13/07/2002,55,45,48,41,5,38,1
377,10/7/2002,46,19,3,45,12,27,1
376,6/7/2002,25,13,10,43,35,48,1
375,3/7/2002,51,9,42,5,58,1,1
374,29/06/2002,54,2,26,5,44,16,1
373,26/06/2002,31,33,24,10,5,1,1
372,22/06/2002,24,17,46,57,16,39,1
371,19/06/2002,23,33,39,4,60,18,1
370,15/06/2002,51,42,4,54,1,40,1
369,12/6/2002,21,42,1,60,35,14,1
368,8/6/2002,13,50,38,32,44,29,1
367,5/6/2002,52,49,27,33,12,10,1
366,1/6/2002,6,4,51,7,21,15,1
365,29/05/2002,52,19,34,37,58,23,1
364,25/05/2002,59,44,29,5,51,57,1
363,22/05/2002,39,54,29,49,47,19,1
362,18/05/2002,37,20,33,46,7,56,1
361,15/05/2002,41,28,45,31,16,59,1
360,11/5/2002,47,24,29,55,53,23,1
359,8/5/2002,31,54,20,29,13,19,1
358,4/5/2002,40,42,32,12,21,17,1
357,27/04/2002,45,53,32,2,30,35,1
356,24/04/2002,54,19,5,58,56,21,1
355,20/04/2002,2,37,22,60,14,23,1
354,17/04/2002,40,52,38,16,7,41,1
353,13/04/2002,60,46,30,55,23,19,1
352,10/4/2002,49,7,47,25,20,44,1
351,6/4/2002,15,16,59,60,24,41,1
350,3/4/2002,23,30,43,10,15,57,1
349,30/03/2002,9,38,32,8,54,28,1
348,27/03/2002,39,40,33,52,19,30,1
347,23/03/2002,26,10,52,1,12,48,1
346,20/03/2002,56,7,46,60,41,12,1
345,16/03/2002,56,11,58,46,51,22,1
344,13/03/2002,33,36,12,35,10,14,1
343,9/3/2002,4,6,7,24,12,41,1
342,6/3/2002,29,49,54,51,16,34,1
341,2/3/2002,56,23,22,43,16,5,1
340,27/02/2002,10,60,42,9,33,12,1
339,23/02/2002,13,16,12,5,27,50,1
338,20/02/2002,48,46,9,1,36,4,1
337,16/02/2002,31,52,14,54,16,4,1
336,9/2/2002,2,18,54,22,30,26,1
335,6/2/2002,43,33,57,23,59,7,1
334,2/2/2002,41,26,51,14,24,23,1
333,30/01/2002,35,27,53,44,52,4,1
332,26/01/2002,28,23,42,29,44,34,1
331,23/01/2002,27,1,35,20,37,13,1
330,19/01/2002,2,4,23,37,14,51,1
329,16/01/2002,24,11,40,12,35,10,1
328,12/1/2002,51,5,23,7,14,21,1
327,9/1/2002,46,38,29,33,32,48,1
326,5/1/2002,52,23,40,51,44,21,1
325,29/12/2001,4,23,3,1,21,53,1
324,22/12/2001,22,8,30,15,47,25,1
323,19/12/2001,31,49,54,33,26,40,1
322,15/12/2001,18,11,29,44,47,56,1
321,12/12/2001,11,31,32,48,49,4,1
320,8/12/2001,20,53,47,50,22,27,1
319,5/12/2001,12,16,23,17,19,48,1
318,1/12/2001,19,53,40,3,31,20,1
317,28/11/2001,27,20,48,16,30,35,1
316,24/11/2001,28,51,56,6,24,43,1
315,21/11/2001,50,21,43,12,28,22,1
314,17/11/2001,5,32,40,58,37,34,1
313,14/11/2001,14,38,53,24,16,37,1
312,10/11/2001,14,30,50,41,47,23,1
311,7/11/2001,32,22,24,41,30,38,1
310,3/11/2001,28,14,29,2,31,32,1
309,31/10/2001,39,50,25,55,11,4,1
308,27/10/2001,55,25,4,11,29,39,1
307,24/10/2001,26,17,13,41,16,44,1
306,20/10/2001,30,19,57,41,56,47,1
305,17/10/2001,11,5,27,60,38,53,1
304,13/10/2001,42,7,11,34,59,41,1
303,10/10/2001,7,13,30,37,47,17,1
302,6/10/2001,25,40,12,60,30,41,1
301,3/10/2001,58,26,49,57,48,9,1
300,29/09/2001,27,57,41,38,28,24,1
299,26/09/2001,7,5,2,53,33,49,1
298,22/09/2001,22,34,24,23,5,60,1
297,19/09/2001,20,28,41,1,33,36,1
296,15/09/2001,20,51,42,3,52,46,1
295,12/9/2001,24,44,7,31,12,50,1
294,8/9/2001,28,45,41,22,57,25,1
293,5/9/2001,6,12,35,5,28,7,1
292,1/9/2001,24,34,53,45,23,13,1
291,29/08/2001,22,16,5,41,18,17,1
290,25/08/2001,57,30,7,25,40,26,1
289,22/08/2001,36,6,30,20,7,25,1
288,18/08/2001,50,9,18,11,6,17,1
287,15/08/2001,60,47,3,33,25,13,1
286,11/8/2001,44,37,56,29,47,35,1
285,8/8/2001,50,56,41,12,32,37,1
284,4/8/2001,8,36,14,32,30,7,1
283,1/8/2001,48,34,28,54,25,42,1
282,28/07/2001,33,24,36,9,14,23,1
281,21/07/2001,11,5,47,31,53,38,1
280,14/07/2001,5,16,30,25,58,20,1
279,7/7/2001,31,59,4,58,23,47,1
278,30/06/2001,22,10,18,55,15,31,1
277,23/06/2001,40,26,38,4,56,52,1
276,16/06/2001,53,59,39,45,22,57,1
275,9/6/2001,16,30,19,38,48,37,1
274,2/6/2001,11,39,47,18,13,26,1
273,26/05/2001,47,52,10,27,23,17,1
272,19/05/2001,36,58,9,10,56,24,1
271,12/5/2001,14,31,54,29,26,24,1
270,5/5/2001,45,27,35,40,5,9,1
269,28/04/2001,19,18,52,25,17,49,1
268,21/04/2001,21,10,47,6,5,33,1
267,14/04/2001,58,1,45,55,8,46,1
266,7/4/2001,38,54,48,23,2,46,1
265,31/03/2001,7,50,53,16,41,34,1
264,24/03/2001,5,25,31,13,1,33,1
263,17/03/2001,8,50,26,9,53,43,1
262,10/3/2001,53,60,48,20,58,11,1
261,3/3/2001,5,54,20,56,30,16,1
260,24/02/2001,43,4,60,59,6,33,1
259,17/02/2001,20,43,33,13,15,58,1
258,10/2/2001,12,60,54,7,55,50,1
257,3/2/2001,28,5,1,34,4,19,1
256,27/01/2001,21,52,34,26,2,32,1
255,20/01/2001,32,44,55,19,20,16,1
254,13/01/2001,4,30,56,21,22,1,1
253,6/1/2001,12,11,56,44,24,37,1
252,30/12/2000,17,54,4,51,32,26,1
251,23/12/2000,34,15,23,55,49,30,1
250,16/12/2000,55,25,41,42,43,7,1
249,9/12/2000,21,55,54,40,36,49,1
248,2/12/2000,56,16,34,41,35,32,1
247,25/11/2000,34,3,30,10,23,46,1
246,18/11/2000,2,57,32,43,16,37,1
245,11/11/2000,44,51,27,53,8,60,1
244,4/11/2000,19,60,50,24,47,33,1
243,28/10/2000,20,47,23,32,16,11,1
242,21/10/2000,22,7,4,21,28,56,1
241,14/10/2000,11,57,40,35,56,31,1
240,7/10/2000,59,28,25,41,57,38,1
239,30/09/2000,33,21,44,46,47,6,1
238,23/09/2000,15,9,41,13,37,42,1
237,16/09/2000,36,7,45,31,56,57,1
236,9/9/2000,10,52,50,57,25,60,1
235,2/9/2000,29,41,55,2,31,22,1
234,26/08/2000,15,45,54,25,42,41,1
233,19/08/2000,45,3,24,36,7,32,1
232,12/8/2000,29,19,41,22,37,59,1
231,5/8/2000,16,59,27,42,44,36,1
230,29/07/2000,56,44,41,40,8,53,1
229,22/07/2000,39,45,11,21,33,13,1
228,15/07/2000,16,40,45,59,43,13,1
227,8/7/2000,37,26,27,42,11,48,1
226,1/7/2000,2,50,59,38,49,1,1
225,24/06/2000,21,16,4,37,2,58,1
224,17/06/2000,20,16,18,7,44,21,1
223,10/6/2000,28,24,22,2,58,6,1
222,3/6/2000,5,48,30,55,52,19,1
221,27/05/2000,54,13,58,43,50,27,1
220,20/05/2000,36,53,55,13,60,14,1
219,13/05/2000,26,23,49,28,42,36,1
218,6/5/2000,54,40,42,17,47,12,1
217,29/04/2000,27,32,3,51,49,45,1
216,22/04/2000,35,42,59,18,30,14,1
215,15/04/2000,7,58,28,53,37,46,1
214,8/4/2000,30,12,6,50,35,31,1
213,1/4/2000,3,30,9,35,23,32,1
212,25/03/2000,29,57,15,45,59,6,1
211,18/03/2000,10,20,40,45,50,33,1
210,11/3/2000,37,58,20,38,48,32,1
209,4/3/2000,13,52,32,41,21,26,1
208,26/02/2000,23,15,57,24,47,25,1
207,19/02/2000,19,7,3,55,24,53,1
206,12/2/2000,20,26,56,18,34,51,1
205,5/2/2000,26,32,54,43,46,40,1
204,29/01/2000,31,41,51,39,58,29,1
203,22/01/2000,11,55,44,19,29,47,1
202,15/01/2000,49,53,44,12,24,45,1
201,8/1/2000,55,22,5,30,35,20,1
200,31/12/1999,12,15,44,34,51,19,1
199,24/12/1999,52,37,57,16,10,50,1
198,18/12/1999,40,23,1,18,35,8,1
197,11/12/1999,19,52,29,15,12,5,1
196,4/12/1999,32,17,9,14,24,7,1
195,27/11/1999,17,3,44,37,9,32,1
194,20/11/1999,32,42,43,25,28,33,1
193,13/11/1999,12,4,11,49,43,19,1
192,6/11/1999,1,60,26,41,28,54,1
191,31/10/1999,58,5,41,3,1,23,1
190,24/10/1999,32,40,42,21,10,5,1
189,16/10/1999,41,53,38,4,31,15,1
188,10/10/1999,34,42,43,46,27,17,1
187,2/10/1999,6,44,58,41,36,48,1
186,25/09/1999,24,26,51,25,14,23,1
185,18/09/1999,59,17,22,46,43,55,1
184,11/9/1999,9,60,21,16,41,34,1
183,4/9/1999,16,11,7,40,44,2,1
182,28/08/1999,46,60,5,10,28,3,1
181,21/08/1999,33,1,55,35,51,27,1
180,14/08/1999,39,6,29,60,51,23,1
179,7/8/1999,6,53,5,26,27,23,1
178,31/07/1999,5,27,19,26,15,33,1
177,24/07/1999,35,22,39,41,59,38,1
176,17/07/1999,28,4,1,45,53,3,1
175,10/7/1999,10,20,13,1,42,50,1
174,3/7/1999,11,52,22,23,36,59,1
173,26/06/1999,29,28,49,17,42,50,1
172,19/06/1999,49,36,14,26,35,10,1
171,12/6/1999,54,27,4,43,40,46,1
170,5/6/1999,7,51,55,41,58,46,1
169,29/05/1999,52,51,37,13,21,1,1
168,22/05/1999,45,2,35,9,50,31,1
167,15/05/1999,1,38,48,28,11,33,1
166,8/5/1999,60,57,59,13,12,22,1
165,1/5/1999,39,56,19,23,10,35,1
164,24/04/1999,4,19,14,10,44,28,1
163,17/04/1999,41,56,27,36,53,8,1
162,10/4/1999,23,33,51,38,48,21,1
161,3/4/1999,25,37,30,39,6,41,1
160,27/03/1999,13,42,52,58,2,54,1
159,20/03/1999,16,9,50,58,11,35,1
158,13/03/1999,58,43,51,14,17,4,1
157,6/3/1999,17,13,4,44,41,21,1
156,27/02/1999,52,23,42,17,55,49,1
155,20/02/1999,12,32,44,43,35,30,1
154,13/02/1999,8,10,24,33,45,48,1
153,6/2/1999,47,2,31,42,45,30,1
152,30/01/1999,12,5,15,51,58,29,1
151,23/01/1999,3,43,16,56,52,20,1
150,16/01/1999,50,44,12,55,52,54,1
149,9/1/1999,11,45,48,7,28,20,1
148,31/12/1998,32,55,59,41,58,35,1
147,24/12/1998,24,6,38,23,28,16,1
146,19/12/1998,51,34,25,60,42,32,1
145,12/12/1998,43,15,41,51,16,31,1
144,5/12/1998,8,32,44,36,45,55,1
143,28/11/1998,40,18,6,20,50,53,1
142,21/11/1998,20,59,19,54,15,8,1
141,14/11/1998,10,22,42,13,41,58,1
140,7/11/1998,55,31,46,44,41,7,1
139,31/10/1998,26,27,13,42,41,3,1
138,24/10/1998,41,14,37,5,40,27,1
137,17/10/1998,26,15,16,22,19,49,1
136,10/10/1998,17,25,45,38,1,59,1
135,3/10/1998,35,40,21,59,53,22,1
134,26/09/1998,60,32,25,36,52,4,1
133,19/09/1998,19,57,6,39,34,5,1
132,12/9/1998,44,35,50,41,9,7,1
131,5/9/1998,30,9,17,27,4,44,1
130,29/08/1998,13,42,38,49,53,29,1
129,22/08/1998,46,54,10,9,1,32,1
128,15/08/1998,23,43,3,21,9,18,1
127,8/8/1998,59,21,51,54,29,50,1
126,1/8/1998,32,28,6,10,11,40,1
125,25/07/1998,56,47,25,59,53,41,1
124,18/07/1998,52,5,34,57,15,41,1
123,11/7/1998,13,42,16,32,14,26,1
122,4/7/1998,20,43,39,11,53,17,1
121,27/06/1998,53,41,44,2,29,55,1
120,20/06/1998,46,45,16,40,27,3,1
119,13/06/1998,47,21,1,50,36,38,1
118,6/6/1998,22,57,37,9,25,56,1
117,30/05/1998,53,42,27,20,33,25,1
116,23/05/1998,36,42,32,5,13,51,1
115,16/05/1998,6,14,24,20,4,38,1
114,9/5/1998,47,54,18,6,12,37,1
113,2/5/1998,34,54,26,28,55,7,1
112,25/04/1998,37,43,34,20,12,42,1
111,18/04/1998,52,32,4,33,25,22,1
110,11/4/1998,57,58,18,31,43,52,1
109,4/4/1998,54,13,44,49,48,1,1
108,29/03/1998,60,29,34,24,21,59,1
107,22/03/1998,2,24,52,4,16,51,1
106,15/03/1998,24,16,38,5,39,35,1
105,8/3/1998,3,13,31,43,46,49,1
104,1/3/1998,13,1,38,21,52,4,1
103,22/02/1998,9,1,57,7,54,49,1
102,15/02/1998,44,42,37,56,19,20,1
101,8/2/1998,39,1,37,31,29,18,1
100,1/2/1998,46,48,30,14,29,51,1
99,25/01/1998,30,33,24,11,46,60,1
98,18/01/1998,43,33,14,31,35,13,1
97,11/1/1998,56,53,11,14,5,35,1
96,4/1/1998,4,42,58,26,7,40,1
95,28/12/1997,46,60,6,40,50,45,1
94,21/12/1997,28,51,55,18,52,8,1
93,14/12/1997,22,53,31,28,2,36,1
92,7/12/1997,5,23,51,3,1,24,1
91,30/11/1997,60,4,10,35,39,2,1
90,23/11/1997,21,26,40,54,9,52,1
89,16/11/1997,59,42,34,13,44,55,1
88,9/11/1997,45,37,29,4,43,18,1
87,2/11/1997,40,4,28,32,11,5,1
86,26/10/1997,54,21,6,34,36,22,1
85,19/10/1997,47,15,30,37,45,6,1
84,12/10/1997,10,34,4,6,25,40,1
83,5/10/1997,24,16,4,42,57,15,1
82,28/09/1997,51,36,53,29,18,15,1
81,21/09/1997,47,41,10,60,54,23,1
80,14/09/1997,51,40,37,23,48,28,1
79,7/9/1997,43,25,2,13,31,17,1
78,31/08/1997,22,32,46,12,25,31,1
77,24/08/1997,29,54,40,57,49,21,1
76,17/08/1997,33,18,23,8,17,53,1
75,10/8/1997,36,49,37,35,24,21,1
74,3/8/1997,2,24,34,50,38,37,1
73,27/07/1997,57,25,45,28,51,26,1
72,20/07/1997,19,48,43,1,34,44,1
71,13/07/1997,53,16,45,43,33,27,1
70,6/7/1997,40,17,23,43,27,58,1
69,29/06/1997,56,58,34,53,25,45,1
68,22/06/1997,53,13,3,1,12,59,1
67,15/06/1997,47,14,27,52,17,12,1
66,8/6/1997,15,26,12,33,48,13,1
65,1/6/1997,20,1,5,32,25,34,1
64,25/05/1997,8,54,50,60,23,12,1
63,18/05/1997,26,9,41,49,25,40,1
62,11/5/1997,52,13,6,24,8,31,1
61,4/5/1997,59,8,18,29,42,44,1
60,27/04/1997,38,14,21,15,3,20,1
59,20/04/1997,28,13,34,2,8,54,1
58,13/04/1997,30,49,27,37,12,44,1
57,6/4/1997,27,17,16,34,7,59,1
56,30/03/1997,51,35,59,7,20,2,1
55,23/03/1997,29,2,14,38,23,52,1
54,16/03/1997,5,21,9,56,18,36,1
53,9/3/1997,42,13,3,46,38,16,1
52,2/3/1997,58,15,59,30,38,46,1
51,23/02/1997,23,24,42,25,17,47,1
